Start,End,Description,Address,Lat,Lon,Neighborhood
,2014-08-03T03:00:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",1900 BLK NORTH ST,40.273839,-76.863744,allison-hill
2014-08-02T23:30:00.000-04:00,2014-08-03T02:15:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,2000 BLK SWATARA ST,40.263642,-76.8564619,allison-hill
,2014-08-03T02:15:00.000-04:00,ROBBERY,LOCUST ST & N RIVER ST,40.2604255,-76.8845855,downtown
,2014-08-03T02:10:00.000-04:00,DR UNREGIST VEH,MARKET ST & N FRONT ST,40.25854,-76.8828131,downtown
2014-08-02T23:30:00.000-04:00,2014-08-03T02:00:00.000-04:00,THEFT FROM MOTOR VEHICLE,2000 BLK STATE ST,40.273932,-76.861373,allison-hill
,2014-08-03T01:49:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,BROOKWOOD ST & S 19TH ST,40.2595752,-76.8570825,allison-hill
,2014-08-03T01:44:00.000-04:00,PUBLIC DRUNKENESS,300 BLK N 2ND ST,40.261789,-76.885609,downtown
,2014-08-03T00:44:00.000-04:00,DRIVING UNDER THE INFLUENCE OF ALCOHOL,MARKET ST & N CAMERON ST,40.2644996,-76.8746449,allison-hill
2014-08-02T23:30:00.000-04:00,2014-08-03T00:30:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,HALL MANOR,40.2497735,-76.855845,allison-hill
,2014-08-03T00:14:00.000-04:00,SIMPLE ASSLT-FEAR OF BODILY INJ BY PHYSICAL ME,100 BLK N 13TH ST,40.267864,-76.871341,allison-hill
2014-08-02T23:00:00.000-04:00,2014-08-02T23:20:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",2500 BLK N 3RD ST,40.285776,-76.899264,uptown
,2014-08-02T22:50:00.000-04:00,PROM PROS-INMATE IN HOUSE OF PROST/BUSINESS,FIRST BLK S 2ND ST,40.2584323,-76.8801469,downtown
,2014-08-02T22:20:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,1900 BLK STATE ST,40.2730869,-76.8633569,allison-hill
,2014-08-02T22:18:00.000-04:00,PROM PROS-INMATE IN HOUSE OF PROST/BUSINESS,CHESTNUT ST & S 2ND ST,40.2588791,-76.8802376,downtown
2014-08-02T20:45:00.000-04:00,2014-08-02T20:45:00.000-04:00,CONTEMPT FOR VIOLATION OF ORDER OR AGREEMENT,500 BLK CUMBERLAND CT,40.2700934,-76.8867802,midtown
,2014-08-02T20:20:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",2000 BLK STATE ST,40.273932,-76.861373,allison-hill
,2014-08-02T20:18:00.000-04:00,PUBLIC DRUNKENESS,S 15TH ST & CHESTNUT ST,40.2655626,-76.8665528,allison-hill
,2014-08-02T20:05:00.000-04:00,PROM PROS-INMATE IN HOUSE OF PROST/BUSINESS,FIRST BLK S 2ND ST,40.2584323,-76.8801469,downtown
,2014-08-02T18:30:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",300 BLK S 13TH ST,40.261604,-76.868333,allison-hill
,2014-08-02T18:18:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,800 BLK N 17TH ST,40.27339,-76.868007,allison-hill
,2014-08-02T17:30:00.000-04:00,INSTITUT'L VAND'ISM EDUC FACIL,2400 BLK N 3RD ST,40.2838979,-76.8979998,uptown
,2014-08-02T16:17:00.000-04:00,DR UNREGIST VEH,1200 BLK MARKET ST,40.265322,-76.872538,allison-hill
,2014-08-02T15:45:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",HALL MANOR,40.2497735,-76.855845,allison-hill
,2014-08-02T14:45:00.000-04:00,FAIL TO CARRY REGIST,HUMMEL ST & KITTATINNY ST,40.2613916,-76.8694373,allison-hill
2014-08-02T01:00:00.000-04:00,2014-08-02T14:20:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1900 BLK WALNUT ST,40.272243,-76.862959,allison-hill
2014-08-01T19:00:00.000-04:00,2014-08-02T14:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1700 BLK SUSQUEHANNA ST,40.274011,-76.893135,midtown
2014-07-31T20:00:00.000-04:00,2014-08-02T13:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,2700 BLK REEL ST,40.289806,-76.896772,uptown
,2014-08-02T12:25:00.000-04:00,DR UNREGIST VEH,N 17TH ST & STATE ST,40.2713713,-76.866724,allison-hill
,2014-08-02T11:35:00.000-04:00,CARELESS DRIVING,1600 BLK ALBERT AL,40.259759,-76.8628872,allison-hill
,2014-08-02T11:04:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1100 BLK S FRONT ST,40.2495752,-76.8716728,allison-hill
2014-08-01T20:30:00.000-04:00,2014-08-02T11:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,FORSTER ST & N 3RD ST,40.2664026,-76.8866029,
2014-08-01T21:30:00.000-04:00,2014-08-02T09:30:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2400 BLK DERRY ST,,,
2014-08-02T08:51:00.000-04:00,2014-08-02T09:04:00.000-04:00,CONTEMPT FOR VIOLATION OF ORDER OR AGREEMENT,200 BLK EMERALD ST,40.281523,-76.9000238,uptown
,2014-08-02T07:30:00.000-04:00,SIMPLE ASSLT-FEAR OF BODILY INJ BY PHYSICAL ME,300 BLK MARKET ST,40.2611553,-76.880825,downtown
,2014-08-02T03:30:00.000-04:00,ROBBERY-INFLICT SERIOUS BODILY INJURY,S 14TH ST & VERNON ST,40.2640794,-76.8669564,allison-hill
2014-08-02T02:30:00.000-04:00,2014-08-02T03:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1800 BLK WHITEHALL ST,40.2705651,-76.8646319,allison-hill
2014-08-02T02:00:00.000-04:00,2014-08-02T03:00:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,600 BLK HARRIS ST,40.2744835,-76.8873275,midtown
2014-08-02T00:01:00.000-04:00,2014-08-02T02:47:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1600 BLK GREEN ST,40.272284,-76.8925328,midtown
2014-08-02T02:20:00.000-04:00,2014-08-02T02:30:00.000-04:00,PUBLIC DRUNKENESS,500 BLK S 19TH ST,40.2615365,-76.8580489,allison-hill
2014-08-02T01:23:00.000-04:00,2014-08-02T02:26:00.000-04:00,AGG ASSAULT-ATTEMPT TO OR CAUSE SER BODILY INJ,1900 BLK ZARKER ST,40.2677459,-76.8609924,allison-hill
,2014-08-02T01:20:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,FIRST BLK N 17TH ST,40.2700501,-76.8661013,allison-hill
,2014-08-02T00:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,200 BLK N 2ND ST,40.2603973,-76.8838477,downtown
,2014-08-02T00:10:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1400 BLK S 15TH ST,40.2578309,-76.8633991,allison-hill
,2014-08-01T23:33:00.000-04:00,PUBLIC DRUNKENESS,S 14TH ST & DERRY ST,40.2628518,-76.8672157,allison-hill
2014-08-01T18:00:00.000-04:00,2014-08-01T22:00:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,500 BLK S FRONT ST,40.2545305,-76.8770918,downtown
,2014-08-01T21:09:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,S 17TH ST & SUMNER RD,40.251507,-76.8570676,allison-hill
,2014-08-01T20:45:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",S 22ND ST & SWATARA ST,40.2645464,-76.8523708,allison-hill
,2014-08-01T20:35:00.000-04:00,ENDANGERING WELFARE OF CHILDREN PARENT/GUARDIA,2100 BLK GREEN ST,40.278751,-76.8974269,uptown
2014-08-01T20:00:00.000-04:00,2014-08-01T20:15:00.000-04:00,ROBBERY-TAKE PROPERTY FR OTHER/FORCE,500 BLK N 16TH ST,40.2708016,-76.8681385,allison-hill
,2014-08-01T20:01:00.000-04:00,PUBLIC DRUNKENESS,1200 BLK CAPITAL ST,40.26885,-76.887221,midtown
2014-08-01T15:00:00.000-04:00,2014-08-01T19:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,3200 BLK GREEN ST,40.2983372,-76.9013468,uptown
,2014-08-01T18:24:00.000-04:00,SIMPLE ASSLT-FEAR OF BODILY INJ BY PHYSICAL ME,N 6TH ST & SCHUYLKILL ST,40.286887,-76.8937118,uptown
,2014-08-01T18:23:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1500 BLK HUNTER ST,40.2604061,-76.86463,allison-hill
,2014-08-01T14:49:00.000-04:00,AGG ASSLT-ATMPT/CAUSE BODILY INJ POL/FIRE/PARO,1100 BLK N 14TH ST,40.274434,-76.8725869,allison-hill
,2014-08-01T13:44:00.000-04:00,ROBBERY-TAKE PROPERTY FR OTHER/FORCE,DERRY ST & S 20TH ST,40.2611057,-76.8554485,allison-hill
,2014-08-01T11:03:00.000-04:00,FORGERY-ALTER WRITING,100 BLK N 2ND ST,40.260462,-76.8834882,downtown
2014-07-31T23:00:00.000-04:00,2014-08-01T10:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,CITY ISLAND,40.2547112,-76.8876968,downtown
,2014-08-01T03:48:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2500 BLK N 6TH ST,40.286886,-76.894113,uptown
,2014-08-01T02:45:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1400 BLK S 15TH ST,40.2578309,-76.8633991,allison-hill
,2014-08-01T01:35:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1600 BLK PAXTON ST,40.255517,-76.860543,allison-hill
,2014-08-01T00:20:00.000-04:00,THEFT FROM MOTOR VEHICLE,800 BLK S 16TH ST,40.256702,-76.861414,allison-hill
,2014-08-01T00:10:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",FIRST BLK N 2ND ST,40.260462,-76.8834882,downtown
,2014-07-31T22:40:00.000-04:00,DISORDERLY CONDUCT HAZARDOUS/PHYSI OFF,1400 BLK DERRY ST,40.263026,-76.866999,allison-hill
,2014-07-31T22:04:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,2000 BLK N 6TH ST,40.279944,-76.89052,midtown
,2014-07-31T20:07:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,2000 BLK N 3RD ST,40.277616,-76.895047,midtown
2014-07-31T18:30:00.000-04:00,2014-07-31T19:30:00.000-04:00,ROBBERY-TAKE PROPERTY FR OTHER/FORCE,DERRY ST & S 18TH ST,40.2619976,-76.8605892,allison-hill
,2014-07-31T18:58:00.000-04:00,POSSESSION OF MARIJUANA,1300 BLK DERRY ST,40.2630701,-76.8687464,allison-hill
,2014-07-31T18:15:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1300 BLK LIBERTY ST,40.2701215,-76.8720722,allison-hill
,2014-07-31T16:29:00.000-04:00,DR UNREGIST VEH,400 BLK KELKER ST,40.276423,-76.89102,midtown
,2014-07-31T16:09:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",200 BLK EMERALD ST,40.281523,-76.9000238,uptown
,2014-07-31T14:00:00.000-04:00,OPER VEH W/O REQ'D FINANC RESP,CUMBERLAND ST & N 2ND ST,40.2676532,-76.8908526,midtown
,2014-07-31T13:45:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,DERRY ST & S 13TH ST,40.2630583,-76.8687651,allison-hill
,2014-07-31T13:35:00.000-04:00,DISREGARD RED SIGNAL,S FRONT ST & MARKET ST,40.25854,-76.8828131,downtown
,2014-07-31T13:00:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,1700 BLK NORTH ST,40.2726112,-76.867313,allison-hill
2014-07-30T19:00:00.000-04:00,2014-07-31T11:59:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,600 BLK S 26TH ST,,,
2014-07-30T11:30:00.000-04:00,2014-07-31T08:40:00.000-04:00,THEFT FROM MOTOR VEHICLE,3100 BLK N 4TH ST,40.2968826,-76.8985534,uptown
2014-07-30T14:00:00.000-04:00,2014-07-31T08:00:00.000-04:00,THEFT FROM MOTOR VEHICLE,3000 BLK HOFFMAN ST,40.2951881,-76.8959767,uptown
2014-07-30T21:30:00.000-04:00,2014-07-31T08:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2500 BLK N 3RD ST,40.285776,-76.899264,uptown
,2014-07-31T06:18:00.000-04:00,AGG ASSAULT-ATTEMPT TO OR CAUSE SER BODILY INJURY,1400 BLK THOMPSON ST,40.2634802,-76.8670657,allison-hill
2014-07-31T00:01:00.000-04:00,2014-07-31T05:30:00.000-04:00,THEFT FROM MOTOR VEHICLE,2800 BLK WATSON ST,,,
,2014-07-31T05:06:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,500 BLK EDWARD ST,40.296863,-76.8970499,uptown
2014-07-30T15:00:00.000-04:00,2014-07-31T03:30:00.000-04:00,THEFT FROM MOTOR VEHICLE,3000 BLK N 6TH ST,40.2951681,-76.8954863,uptown
,2014-07-31T03:15:00.000-04:00,THEFT FROM MOTOR VEHICLE,3000 BLK N 4TH ST,40.295376,-76.8984657,uptown
,2014-07-31T01:24:00.000-04:00,DRIVING AT SAFE SPEED,N FRONT ST & STATE ST,40.2624921,-76.8885649,downtown
2014-07-30T19:30:00.000-04:00,2014-07-30T22:30:00.000-04:00,CRIM'L MISCH-TAMPER W/PROPERTY,2200 BLK ATLAS ST,40.2812911,-76.8941881,uptown
,2014-07-30T19:55:00.000-04:00,AGG ASSAULT-ATTEMPT/CAUSE SER BOD INJ PUB OFFI,1200 BLK KITTATINNY ST,40.2610362,-76.8705813,allison-hill
,2014-07-30T19:09:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,FIRST BLK S 13TH ST,40.264518,-76.869788,allison-hill
2014-07-30T18:30:00.000-04:00,2014-07-30T18:33:00.000-04:00,CRIM'L MISCH-TAMPER W/PROPERTY,300 BLK S 18TH ST,40.2639544,-76.8615524,allison-hill
,2014-07-30T16:56:00.000-04:00,PROM PROS-INMATE IN HOUSE OF PROST/BUSINESS,S 13TH ST & VERNON ST,40.2643782,-76.8693955,allison-hill
,2014-07-30T16:20:00.000-04:00,THEFT FROM MOTOR VEHICLE,2200 BLK N 7TH ST,40.283692,-76.889504,uptown
,2014-07-30T15:55:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,300 BLK MARKET ST,40.2611553,-76.880825,downtown
,2014-07-30T15:42:00.000-04:00,PUBLIC DRUNKENESS,S 2ND ST & MARKET ST,40.2596112,-76.8818599,downtown
,2014-07-30T12:18:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1200 BLK CHESTNUT ST,40.2643731,-76.8713609,allison-hill
,2014-07-30T12:10:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",1000 BLK S 19TH ST,40.2545565,-76.8551148,allison-hill
,2014-07-30T11:32:00.000-04:00,THEFT FROM MOTOR VEHICLE,HARRIS ST & N 4TH ST,40.2734974,-76.8896701,midtown
,2014-07-30T09:54:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,1100 BLK S FRONT ST,40.2495752,-76.8716728,allison-hill
2014-07-30T00:01:00.000-04:00,2014-07-30T08:20:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1000 BLK MELROSE ST,40.2608534,-76.8494115,allison-hill
2014-07-29T23:00:00.000-04:00,2014-07-30T08:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1300 BLK LOWELL ST,40.2497729,-76.8612199,allison-hill
2014-07-29T18:30:00.000-04:00,2014-07-30T07:30:00.000-04:00,CRIM'L MISCH-TAMPER W/PROPERTY,2300 BLK LUCE ST,40.2594235,-76.8474978,allison-hill
2014-07-29T22:30:00.000-04:00,2014-07-30T07:30:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,1900 BLK KENSINGTON ST,40.2621093,-76.8582821,allison-hill
2014-07-29T23:30:00.000-04:00,2014-07-30T04:30:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,600 BLK CURTIN ST,40.2846274,-76.8918916,uptown
,2014-07-30T01:13:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,HALL MANOR,40.2497735,-76.855845,allison-hill
2014-07-30T01:00:00.000-04:00,2014-07-30T01:05:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1400 BLK ZARKER ST,40.2656592,-76.8688519,allison-hill
,2014-07-30T00:42:00.000-04:00,PUBLIC DRUNKENESS,1900 BLK MYERS AL,40.2787591,-76.8919927,midtown
2014-07-29T23:00:00.000-04:00,2014-07-29T23:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,DERRY ST & S 13TH ST,40.2630583,-76.8687651,allison-hill
2014-07-28T23:00:00.000-04:00,2014-07-29T23:00:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,1000 BLK N 19TH ST,40.275932,-76.865194,allison-hill
,2014-07-29T20:24:00.000-04:00,DR UNREGIST VEH,HALL MANOR,40.2497735,-76.855845,allison-hill
,2014-07-29T20:20:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",2500 BLK WOODLAWN ST,,,
,2014-07-29T19:57:00.000-04:00,DR UNREGIST VEH,CLOVERLY TE & S 14TH ST,,,
,2014-07-29T18:45:00.000-04:00,DRIVING AT SAFE SPEED,N CAMERON ST & CALDER ST,40.2755485,-76.8783853,allison-hill
,2014-07-29T18:00:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SUBS,N 19TH ST & NORTH ST,40.2735634,-76.8637741,allison-hill
2014-07-29T16:20:00.000-04:00,2014-07-29T16:30:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,N 19TH ST & PARK ST,40.2690729,-76.8616255,allison-hill
2014-07-29T13:00:00.000-04:00,2014-07-29T16:00:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,2000 BLK N FRONT ST,40.2760237,-76.8985387,midtown
,2014-07-29T14:30:00.000-04:00,RECKLESSLY ENDANGERING ANOTHER PERSON,HALL MANOR,40.2497735,-76.855845,allison-hill
,2014-07-29T12:48:00.000-04:00,TERRORISTIC THREATS,2500 BLK MARKET ST,40.2724573,-76.8462703,allison-hill
2014-07-29T12:46:00.000-04:00,2014-07-29T12:46:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,2100 BLK GREEN ST,40.278751,-76.8974269,uptown
,2014-07-29T10:30:00.000-04:00,THEFT BY DECEP-FALSE IMPRESSION,2400 BLK MARKET ST,40.271572,-76.850859,allison-hill
2014-07-29T09:14:00.000-04:00,2014-07-29T09:14:00.000-04:00,ENDANGERING WELFARE OF CHILDREN PARENT/GUARDIA,2700 BLK N 6TH ST,40.290286,-76.895003,uptown
2014-07-28T23:00:00.000-04:00,2014-07-29T09:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,700 BLK N 16TH ST,40.272245,-76.869075,allison-hill
2014-07-28T14:30:00.000-04:00,2014-07-29T08:10:00.000-04:00,BURGLARY- NOT ADAPTED/OVERNIGHT NO PERSON PRES,1400 BLK ZARKER ST,40.2656592,-76.8688519,allison-hill
2014-07-28T23:00:00.000-04:00,2014-07-29T08:00:00.000-04:00,THEFT FROM MOTOR VEHICLE,EMERALD ST & N FRONT ST,40.2811855,-76.901252,uptown
2014-07-28T23:00:00.000-04:00,2014-07-29T07:00:00.000-04:00,THEFT FROM MOTOR VEHICLE,1200 BLK N 7TH ST,40.271183,-76.883821,midtown
2014-07-28T18:00:00.000-04:00,2014-07-29T04:20:00.000-04:00,CRIM'L MISCH-TAMPER W/PROPERTY,600 BLK CURTIN ST,40.2846274,-76.8918916,uptown
2014-07-29T02:00:00.000-04:00,2014-07-29T02:10:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,300 BLK S 13TH ST,40.261604,-76.868333,allison-hill
2014-07-29T00:01:00.000-04:00,2014-07-29T00:05:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,3000 BLK N 6TH ST,40.2951681,-76.8954863,uptown
,2014-07-28T23:15:00.000-04:00,PUBLIC DRUNKENESS,400 BLK MARKET ST,40.26246,-76.879874,downtown
2014-07-28T22:16:00.000-04:00,2014-07-28T22:17:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2400 BLK SWATARA ST,40.266013,-76.848178,allison-hill
,2014-07-28T18:18:00.000-04:00,AGG ASSAULT-ATTEMPT TO OR CAUSE SER BODILY INJ,500 BLK EMERALD ST,40.2830973,-76.8942809,uptown
,2014-07-28T17:25:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,MACLAY ST & N 7TH ST,40.2810561,-76.8883049,
,2014-07-28T16:45:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1200 BLK BERRYHILL ST,40.2583255,-76.8690635,allison-hill
,2014-07-28T15:23:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SUBS,500 BLK FORREST ST,40.2808276,-76.8932266,uptown
,2014-07-28T14:20:00.000-04:00,STATUTORY SEXUAL ASSAULT 8YRS OLDER,2400 BLK MARKET ST,40.271572,-76.850859,allison-hill
,2014-07-28T12:15:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1400 BLK VERNON ST,40.2642081,-76.8668646,allison-hill
,2014-07-28T10:46:00.000-04:00,RETAIL THEFT-TAKE MDSE,2300 BLK N 3RD ST,40.282326,-76.897555,uptown
2014-07-23T17:00:00.000-04:00,2014-07-28T10:15:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,2400 BLK MARKET ST,40.271572,-76.850859,allison-hill
,2014-07-28T08:50:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",3500 BLK INDUSTRIAL RD,40.3069461,-76.8886188,northern-tier
,2014-07-28T08:20:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",2300 BLK N 7TH ST,40.284467,-76.8898449,uptown
2014-07-28T05:45:00.000-04:00,2014-07-28T07:59:00.000-04:00,BURGLARY- NOT ADAPTED/OVERNIGHT NO PERSON PRES,2200 BLK MARKET ST,40.270516,-76.855847,allison-hill
,2014-07-28T07:55:00.000-04:00,DISREGARD TRAFFIC CONTROL DEVICE,1600 BLK N 2ND ST,40.271712,-76.894245,midtown
2014-07-27T19:00:00.000-04:00,2014-07-28T07:30:00.000-04:00,THEFT FROM MOTOR VEHICLE,400 BLK S 17TH ST,40.2585851,-76.8606096,allison-hill
2014-07-27T15:00:00.000-04:00,2014-07-28T06:30:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2300 BLK KENSINGTON ST,40.2646439,-76.850013,allison-hill
,2014-07-28T03:21:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,100 BLK S 13TH ST,40.264518,-76.869788,allison-hill
,2014-07-28T02:01:00.000-04:00,PUBLIC DRUNKENESS,600 BLK N 2ND ST,40.2634929,-76.888062,downtown
2014-07-28T00:50:00.000-04:00,2014-07-28T01:10:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,KITTATINNY ST & NECTARINE ST,40.2612179,-76.8699933,allison-hill
,2014-07-28T00:51:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,500 BLK PEFFER ST,40.2789806,-76.8915733,midtown
,2014-07-27T20:52:00.000-04:00,OBEDIENCE TO TRAFFIC CONTROL-HAZARD,MACLAY ST & N CAMERON ST,40.2831032,-76.8808137,
,2014-07-27T18:06:00.000-04:00,CRIM'L MISCH-ANOTHER PECUN LOSS,1800 BLK REGINA ST,40.2692958,-76.8640718,allison-hill
,2014-07-27T17:22:00.000-04:00,PUBLIC DRUNKENESS,N CAMERON ST & STATE ST,,,
,2014-07-27T15:40:00.000-04:00,OP/PERMIT OPERATE VEH W UNSAFE EQUIP,N 7TH ST & MACLAY ST,40.2810561,-76.8883049,
,2014-07-27T14:39:00.000-04:00,DEF TRES ACTUAL COMMUNICATION TO,MARKET ST & N 2ND ST,40.2596112,-76.8818599,downtown
2014-07-27T01:43:00.000-04:00,2014-07-27T13:49:00.000-04:00,BURGLARY- ENTERS STRUCTURE WITH PERSON PRESENT,3000 BLK N 2ND ST,40.2957153,-76.9038412,uptown
2014-07-27T13:24:00.000-04:00,2014-07-27T13:35:00.000-04:00,RETAIL THEFT-TAKE MDSE,2300 BLK N 3RD ST,40.282326,-76.897555,uptown
,2014-07-27T12:10:00.000-04:00,IMPROPER TIRES,WOODBINE ST & SUSQUEHANNA ST,40.2804538,-76.8971761,uptown
2014-07-26T16:30:00.000-04:00,2014-07-27T12:00:00.000-04:00,BURGLARY- NOT ADAPTED/OVERNIGHT NO PERSON PRES,1200 BLK N 6TH ST,40.2698211,-76.8856402,midtown
,2014-07-27T11:33:00.000-04:00,DR UNREGIST VEH,600 BLK EMERALD ST,40.2837083,-76.892039,uptown
,2014-07-27T11:10:00.000-04:00,DUTIES AT STOP SIGNS,N 3RD ST & KELKER ST,40.275222,-76.8929783,midtown
2014-07-26T23:00:00.000-04:00,2014-07-27T10:30:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1800 BLK WHITEHALL ST,40.2705651,-76.8646319,allison-hill
2014-07-27T00:01:00.000-04:00,2014-07-27T09:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,200 BLK PEFFER ST,40.2765412,-76.8972832,midtown
2014-07-26T21:00:00.000-04:00,2014-07-27T07:45:00.000-04:00,BURGLARY- ENTERS STRUCTURE WITH PERSON PRESENT,300 BLK HARRIS ST,40.2728284,-76.8912387,midtown
2014-07-26T22:00:00.000-04:00,2014-07-27T06:45:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1700 BLK ELM ST,40.2705467,-76.866314,allison-hill
,2014-07-27T04:35:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,600 BLK HARRIS ST,40.2744835,-76.8873275,midtown
,2014-07-27T03:38:00.000-04:00,PUBLIC DRUNKENESS,NECTARINE ST & SWATARA ST,40.2597998,-76.8692015,allison-hill
,2014-07-27T02:08:00.000-04:00,PUBLIC DRUNKENESS,300 BLK N 2ND ST,40.261789,-76.885609,downtown
2014-07-27T01:20:00.000-04:00,2014-07-27T01:45:00.000-04:00,SIMPLE ASSLT-ATTEMPT/CAUSE BOD INJ W DEADLY WE,1500 BLK HILLSIDE VG,,,
